"","date_flown","aircraft_type","country","type_of_travellers","departing_dest","layover","arriving_dest","seat_types","seat_comfort","cabin_staff_service","ground_service","food_beverages","wifi_connectivity","inflight_entertainment","value_for_money","recommended"
"2266","Apr-16","Boeing 777","United Kingdom","Business","London Heathrow",NA,"Jomo Kenyatta","Economy Class",3,2,2,2,2,2,2,"no"
"2267","Apr-16","Boeing 777","United Kingdom","Business","Jomo Kenyatta",NA,"London Heathrow","Premium Economy",3,2,3,2,NA,3,2,"no"
"2268","Apr-16",NA,"Canada","Couple Leisure","Vancouver","London Heathrow","Barcelona","Economy Class",1,3,3,1,1,1,2,"no"
"2269","Apr-16","Boeing 777-200","United States","Business","Doha","Bahrain","London Heathrow","First Class",5,2,1,2,1,4,2,"no"
"2270","Feb-16","Airbus A380","United Kingdom","Business","London Heathrow",NA,"Johannesburg OR Tambo","Business Class",3,4,2,2,2,4,3,"no"
"2271","Apr-16",NA,"United Kingdom","Solo Leisure","London Heathrow","Johannesburg","Cape Town","Economy Class",2,3,1,1,NA,2,2,"no"
"2272","Apr-16","Airbus A320","United Kingdom","Family Leisure","Manchester","London Heathrow","Los Angeles","Economy Class",1,3,2,1,NA,3,1,"no"
"2273","Jan-16",NA,"United Kingdom","Couple Leisure","Gibraltar",NA,"London Heathrow","Economy Class",1,1,1,2,NA,NA,1,"no"
"2274","Apr-16","Boeing 747","United Kingdom","Couple Leisure","London Heathrow",NA,"New York JFK","Economy Class",3,5,5,5,NA,4,3,"yes"
"2275","Apr-16","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Houston George Bush","Business Class",4,5,4,4,NA,4,5,"yes"
"2276","Feb-16","Boeing 777","China","Solo Leisure","London Heathrow",NA,"Beijing","Business Class",4,4,3,4,NA,3,4,"yes"
"2277","Apr-16","Boeing 747","Canada","Solo Leisure","Vancouver","London Heathrow","Paris CDG","Economy Class",2,5,5,5,NA,2,5,"yes"
"2278","Mar-16",NA,"China","Solo Leisure","London Heathrow",NA,"Paris CDG","Economy Class",3,4,3,3,NA,NA,5,"yes"
"2279","Mar-16","Airbus A380","China","Solo Leisure","Hong Kong",NA,"London Heathrow","Premium Economy",4,4,3,3,NA,3,5,"yes"
"2280","Mar-16","Airbus A380-800","United Kingdom","Couple Leisure","San Francisco",NA,"London Heathrow","Business Class",5,5,5,5,NA,5,5,"yes"
"2281","May-15","Boeing 747-400","United Kingdom","Solo Leisure","Beijing",NA,"London Heathrow","Premium Economy",5,5,4,4,NA,2,5,"yes"
"2282","Mar-16","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"Los Angeles","Premium Economy",5,5,4,4,NA,5,4,"yes"
"2283","Apr-16","Airbus A320","United Kingdom","Family Leisure","London Heathrow",NA,"Athens","Economy Class",4,4,3,4,NA,3,4,"yes"
"2284","Apr-16","Boeing 747","Belgium","Business","Riyadh","London Heathrow","Dusseldorf","Business Class",4,4,1,3,NA,NA,3,"no"
"2285","Apr-16","Airbus A320","United Kingdom","Solo Leisure","Amsterdam Schiphol",NA,"London Gatwick","Business Class",1,3,2,1,NA,NA,2,"no"
"2286","Apr-16","Airbus A319","United Kingdom","Solo Leisure","London Gatwick",NA,"Amsterdam Schiphol","Economy Class",3,1,1,1,NA,NA,3,"yes"
"2287","Apr-16",NA,"Canada","Solo Leisure","Marseille","London Heathrow","Montreal","Economy Class",3,4,3,4,1,3,5,"no"
"2288","Apr-16","Boeing 767-300","United Kingdom","Family Leisure","London Heathrow",NA,"Cyprus","Business Class",3,4,2,5,NA,1,3,"yes"
"2289","Apr-16","Saab 2000","United Kingdom","Couple Leisure","London City Airport",NA,"Isle of Man","Economy Class",4,5,4,5,NA,NA,4,"yes"
"2290","Apr-16","Boeing 737","Denmark","Solo Leisure","Cophenhagen",NA,"London Heathrow","Economy Class",3,1,5,1,NA,NA,4,"no"
"2291","Mar-16","Embraer 170","United Kingdom","Business","London City Airport",NA,"Rotterdam","Economy Class",4,5,4,4,NA,NA,4,"yes"
"2292","Mar-16","Boeing 787","Canada","Couple Leisure","Toronto","London Heathrow","Berlin Tegel","Business Class",5,5,5,5,NA,5,4,"yes"
"2293","Mar-16","Boeing 777","Canada","Couple Leisure","Tel Aviv",NA,"London Heathrow","Business Class",5,5,5,5,NA,5,5,"yes"
"2294","Mar-16","Airbus A319","United Kingdom","Couple Leisure","London Gatwick",NA,"Rome Fiumicino","Business Class",3,5,3,3,NA,NA,2,"yes"
"2295","Mar-16","Airbus A380","United States","Business","Washington Dulles","London Heathrow","Dubai","Business Class",3,4,4,3,NA,3,3,"yes"
"2296","Mar-16","Boeing 747-400","United Kingdom","Solo Leisure","Miama","London Heathrow","Manchester","Economy Class",3,2,4,1,NA,1,1,"no"
"2297","Mar-16","Airbus A321","United Kingdom","Couple Leisure","London Heathrow",NA,"Pisa","Business Class",1,4,3,3,NA,NA,1,"no"
"2298","Mar-16","Boeing 777","United Kingdom","Couple Leisure","St. Lucia Heweanorra",NA,"London Gatwick","Premium Economy",2,1,2,1,NA,1,1,"no"
"2299","Mar-16","Airbus A320","United Kingdom","Family Leisure","Seville",NA,"London Gatwick","Economy Class",3,5,2,3,NA,NA,4,"yes"
"2300","Mar-16",NA,"Norway","Family Leisure","Oslo",NA,"London Heathrow","Economy Class",4,4,4,3,NA,NA,4,"yes"
"2301","Mar-16","Airbus A319","United Kingdom","Family Leisure","London Gatwick",NA,"Seville","Economy Class",3,4,4,3,NA,NA,4,"yes"
"2302","Mar-16","Boeing 787","United Kingdom","Solo Leisure","Barcelona","London Heathrow","SEL","Economy Class",3,4,4,4,NA,4,5,"yes"
"2303","Mar-16",NA,"United Kingdom","Couple Leisure","Istanbul",NA,"London Heathrow","Business Class",1,3,4,3,NA,NA,2,"no"
"2304","Mar-16","Boeing 777-200","Switzerland","Couple Leisure","London Heathrow",NA,"Houston George Bush","Economy Class",3,5,4,4,NA,4,4,"yes"
"2305","Mar-16","Boeing 747-400","United Kingdom","Couple Leisure","London Heathrow",NA,"Denver","First Class",3,4,4,3,1,3,2,"no"
"2306","Mar-16","Boeing 747-400","South Africa","Solo Leisure","Seattle","London Heathrow","Johannesburg OR Tambo","Economy Class",3,4,4,4,NA,2,4,"yes"
"2307","Mar-16","Boeing 787","United Kingdom","Solo Leisure","Abu Dhabi",NA,"London Heathrow","Economy Class",2,5,4,1,NA,4,4,"yes"
"2308","Mar-16","Airbus A320","Malaysia","Solo Leisure","London Gatwick",NA,"Amsterdam Schiphol","Business Class",2,2,3,2,NA,NA,2,"no"
"2309","Mar-16","Boeing 747-400","United States","Solo Leisure","Chicago O'Hare",NA,"London Heathrow","First Class",5,5,5,5,NA,5,5,"yes"
"2310","Mar-16","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Amsterdam Schiphol","Business Class",5,5,5,5,NA,NA,5,"yes"
"2311","Mar-16","Boeing 777","United States","Couple Leisure","Philadelphia",NA,"London Heathrow","Economy Class",1,5,3,1,NA,3,1,"no"
"2312","Mar-16","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Edinburgh","Economy Class",4,4,4,2,NA,NA,4,"yes"
"2313","Mar-16","Boeing 777","United States","Couple Leisure","Philadelphia",NA,"London Heathrow","Economy Class",1,5,3,1,NA,3,1,"no"
"2314","Jan-16","Boeing 777-300","United Kingdom","Solo Leisure","Singapore",NA,"London Heathrow","Premium Economy",1,2,2,1,NA,1,1,"no"
"2315","Mar-16","Boeing 777","United Kingdom","Couple Leisure","London Heathrow",NA,"Jomo Kenyatta","Premium Economy",3,5,5,4,NA,3,4,"yes"
"2316","Jan-16","Airbus A320","Greece","Solo Leisure","Athens","London Heathrow","Los Angeles","Economy Class",2,4,4,4,NA,5,3,"yes"
"2317","Feb-16",NA,"Germany","Solo Leisure","London Heathrow",NA,"Prague","Business Class",4,5,5,5,NA,NA,5,"yes"
"2318","Feb-16","Airbus A320","United Kingdom","Solo Leisure","Turn",NA,"London Gatwick","Business Class",4,5,4,5,NA,NA,5,"yes"
"2319","Mar-16",NA,"United Kingdom","Couple Leisure","Austin",NA,"London Heathrow","Economy Class",1,1,2,1,NA,1,2,"no"
"2320","Mar-16","Airbus A320","Finland","Couple Leisure","Helsinki","London Heathrow","Mumbai","Economy Class",5,5,5,5,NA,5,5,"yes"
"2321","Mar-16","Boeing 777","United Kingdom","Couple Leisure","Punta Cana",NA,"London Gatwick","Premium Economy",2,3,4,3,NA,2,3,"yes"
"2322","Mar-16","Airbus A321","United Kingdom","Business","London Heathrow",NA,"Moscow","Economy Class",1,2,5,1,NA,3,2,"no"
"2323","Mar-16","Airbus A320","Switzerland","Solo Leisure","London Heathrow",NA,"Zurich","Economy Class",4,3,3,3,NA,NA,4,"yes"
"2324","Feb-16","Airbus A321","Switzerland","Solo Leisure","Zurich",NA,"London Heathrow","Business Class",4,4,4,3,NA,NA,3,"yes"
"2325","Mar-16",NA,"United States","Business","Amsterdam Schiphol",NA,"London Heathrow","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"2326","Nov-15","Airbus A380","United Kingdom","Couple Leisure","Miama",NA,"London Heathrow","Premium Economy",1,4,4,3,NA,4,2,"no"
"2327","Mar-16","Boeing 777","United Kingdom","Business","Hong Kong",NA,"London Heathrow","Premium Economy",3,3,1,3,NA,3,1,"no"
"2328","Mar-16","Airbus A319","United Kingdom","Solo Leisure","London Heathrow",NA,"Edinburgh","Economy Class",5,5,5,3,NA,NA,3,"yes"
"2329","Feb-16","Boeing 777","United Kingdom","Couple Leisure","Sydney","Singapore","London Heathrow","Business Class",1,2,2,NA,NA,3,1,"no"
"2330","Sep-15","Airbus A380","United Kingdom","Couple Leisure","Edinburgh","London Heathrow","San Francisco","Premium Economy",5,4,4,5,NA,5,5,"yes"
"2331","Mar-16",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Punta Cana","Economy Class",1,2,4,4,NA,2,3,"yes"
"2332","Mar-16","Boeing 777","United Kingdom","Couple Leisure","London Heathrow",NA,"Singapore","First Class",5,4,3,3,NA,5,5,"yes"
"2333","Feb-16",NA,"United Kingdom","Business","London Gatwick",NA,"Marrakesh","Business Class",2,4,1,4,NA,NA,1,"no"
"2334","Feb-16","Boeing 777","United Kingdom","Couple Leisure","London Heathrow",NA,"Glengyle","Premium Economy",4,4,4,3,4,4,3,"yes"
"2335","Feb-16","Boeing 747-400","United Kingdom","Business","London Heathrow",NA,"Chicago O'Hare","First Class",1,1,1,1,1,1,1,"no"
"2336","Mar-16","Boeing 767","United Kingdom","Solo Leisure","London Heathrow",NA,"Athens","Economy Class",4,5,5,4,NA,4,5,"yes"
"2337","Feb-16","Boeing 747-400","Denmark","Business","Cophenhagen","London Heathrow","Accra","Economy Class",4,4,3,4,NA,4,5,"yes"
"2338","Feb-16","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Munich","Business Class",2,5,5,5,NA,NA,5,"yes"
"2339","Sep-15","Airbus A320","Australia","Solo Leisure","Stockholm",NA,"London Heathrow","Economy Class",1,2,3,2,NA,NA,3,"no"
"2340","Mar-16","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Helsinki","Business Class",3,4,4,2,NA,NA,2,"no"
"2341","Feb-16","Boeing 777-200","United Kingdom","Couple Leisure","Edinburgh","London Heathrow","Philadelphia","Economy Class",4,5,4,4,NA,4,4,"yes"
"2342","Mar-16","Airbus A320","United Kingdom","Solo Leisure","Venice",NA,"London Gatwick","Economy Class",4,5,4,5,NA,NA,5,"yes"
"2343","Feb-16","Boeing 787","United Kingdom","Business","London Heathrow",NA,"Chennai","Business Class",5,5,4,4,NA,4,4,"yes"
"2344","Mar-16","Boeing 777-200","United Kingdom","Solo Leisure","New York JFK",NA,"London Heathrow","Business Class",4,5,5,4,NA,4,4,"yes"
"2345","Feb-16","Boeing 777-300ER","United Kingdom","Solo Leisure","London Heathrow",NA,"New York JFK","Economy Class",4,4,4,3,NA,4,4,"yes"
"2346","Mar-16","Airbus A320","United Kingdom","Business","London Heathrow",NA,"London Heathrow","Economy Class",4,4,4,3,NA,NA,3,"yes"
"2347","Mar-16","Boeing 777","United Kingdom","Solo Leisure","New York JFK",NA,"London Heathrow","Economy Class",2,5,3,2,NA,2,3,"no"
"2348","Feb-16","Boeing 747-400","Switzerland","Couple Leisure","Accra","London Heathrow","Zurich","Economy Class",3,5,4,4,NA,4,5,"yes"
"2349","Feb-16","Airbus A320","United Kingdom","Solo Leisure","Oulu","Helsinki","London Heathrow","Economy Class",5,5,4,3,NA,NA,4,"yes"
"2350","Feb-16","Airbus A319","Netherlands","Business","London Heathrow",NA,"Amsterdam Schiphol","Business Class",1,2,3,1,NA,NA,1,"no"
"2351","Feb-16","Airbus A320","Romania","Solo Leisure","Bucharest",NA,"London Heathrow","Business Class",1,4,4,1,NA,1,2,"no"
"2352","Feb-16","Airbus A380","United States","Business","Washington Dulles",NA,"London Heathrow","Economy Class",5,5,1,3,1,3,4,"yes"
"2353","Feb-16","Boeing 747","United Kingdom","Couple Leisure","London Heathrow",NA,"Cape Town","Premium Economy",3,2,4,2,NA,1,1,"no"
"2354","Jan-16","Boeing 777","United Kingdom","Couple Leisure","Manchester","London Heathrow","Glengyle","First Class",1,1,1,3,NA,2,2,"no"
"2355","Aug-15",NA,"United States","Family Leisure","Amsterdam",NA,"Orlando","Premium Economy",NA,NA,1,NA,NA,NA,1,"no"
"2356","Feb-16","Boeing 777","United States","Couple Leisure","Los Angeles","London Heathrow","Amsterdam Schiphol","Business Class",4,5,5,3,NA,4,5,"yes"
"2357","Jan-16","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Punta Cana","Economy Class",4,5,2,3,NA,2,5,"yes"
"2358","Feb-16","Boeing 777","United Kingdom","Solo Leisure","London Gatwick",NA,"Cancun","Premium Economy",4,1,3,3,NA,3,3,"no"
"2359","Feb-16","Boeing 787-9","United Kingdom","Couple Leisure","Kuala Lumbur",NA,"London Heathrow","First Class",1,4,4,3,NA,3,1,"no"
"2360","Feb-16","Boeing 767","United Kingdom","Couple Leisure","London Heathrow",NA,"Athens","Economy Class",5,5,5,5,NA,NA,5,"yes"
"2361","Feb-16","Boeing 747","United Kingdom","Family Leisure","London Heathrow",NA,"Vancouver","Economy Class",1,1,2,1,NA,1,1,"no"
"2362","Feb-16","Boeing 787","United States","Business","Seattle","London Heathrow","Tel Aviv","Business Class",3,3,2,2,NA,2,2,"no"
"2363","Feb-16","Airbus A320","United Kingdom","Couple Leisure","London Gatwick",NA,"Naples","Business Class",2,5,2,4,NA,NA,3,"yes"
"2364","Feb-16","Airbus A319","United Kingdom","Solo Leisure","London Heathrow",NA,"Dublin","Economy Class",5,3,3,3,NA,NA,4,"yes"
"2365","Feb-16","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Toronto","Business Class",NA,NA,3,NA,NA,NA,1,"no"
"2366","Feb-16","Boeing 777","United Kingdom","Solo Leisure","Toronto",NA,"London Heathrow","Business Class",2,2,4,2,NA,NA,1,"no"
"2367","Feb-16","Airbus A320","United Kingdom","Couple Leisure","London Gatwick",NA,"Marrakesh","Economy Class",3,4,4,2,NA,NA,4,"yes"
"2368","Jan-16","Boeing 747","Canada","Family Leisure","Vancouver","London Heathrow","Lisbon","Economy Class",3,3,1,1,3,2,1,"no"
"2369","Jan-16","Airbus A320","United Kingdom","Solo Leisure","London Gatwick",NA,"Geneva","Business Class",5,5,2,4,NA,NA,5,"yes"
"2370","Dec-15","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"Miami","First Class",5,5,4,5,NA,4,4,"yes"
"2371","Feb-16","Boeing 747-400","United Kingdom","Family Leisure","Edinburgh","London Heathrow","Las Vegas","Business Class",4,5,3,5,NA,3,4,"yes"
"2372","Feb-16","Boeing 777","United Kingdom","Family Leisure","London Heathrow",NA,"Dubai","Business Class",3,3,2,3,NA,2,3,"no"
"2373","Dec-15","Airbus A320","Italy","Solo Leisure","Milan Malpensa",NA,"London Heathrow","Economy Class",4,4,3,4,NA,NA,4,"yes"
"2374","Jan-16","Airbus A320","United Kingdom","Solo Leisure","Barcelona",NA,"London Heathrow","Economy Class",3,5,4,4,NA,NA,3,"yes"
"2375","Feb-16","Boeing 747-400","United States","Business","London Heathrow",NA,"Mumbai","Business Class",4,5,4,4,NA,3,5,"yes"
"2376","Nov-15","Boeing 777","United Kingdom","Solo Leisure","Atlaanta",NA,"London Heathrow","First Class",5,5,4,5,NA,5,4,"yes"
"2377","Dec-15","Boeing 777-200","United States","Business","Doha","Bahrain","London Heathrow","Business Class",4,4,3,4,NA,3,4,"yes"
"2378","Feb-16",NA,"United Kingdom","Family Leisure","Zurich",NA,"London City Airport","Economy Class",3,3,1,2,1,1,1,"no"
"2379","Jan-16","Boeing 747-400","Brazil","Business","London Heathrow",NA,"GRU","Business Class",3,4,4,2,NA,2,3,"no"
"2380","Feb-16","Airbus A320","United Kingdom","Solo Leisure","Pointt Baker",NA,"London Heathrow","Economy Class",4,4,1,5,NA,NA,5,"yes"
"2381","Feb-16","Boeing 747-400","United Kingdom","Family Leisure","Vancouver",NA,"London Heathrow","Economy Class",2,1,3,2,NA,3,2,"no"
"2382","Jan-16","Airbus A320","United Kingdom","Couple Leisure","Glasgow",NA,"London Heathrow","Economy Class",4,5,5,5,NA,NA,5,"yes"
"2383","Jan-16","Airbus A380","South Africa","Solo Leisure","Johannesburg OR Tambo","London Heathrow","New York JFK","Economy Class",4,5,5,4,NA,3,4,"yes"
"2384","Feb-16","Boeing 777-200","United Kingdom","Couple Leisure","Glengyle",NA,"London Heathrow","First Class",3,4,3,3,NA,4,3,"no"
"2385","Feb-16",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Calgary","Premium Economy",1,1,1,NA,NA,NA,1,"no"
"2386","Jan-16","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"Singapore","First Class",3,4,3,4,NA,3,3,"no"
"2387","Jan-16","Airbus A320","Poland","Couple Leisure","Warsaw Chopin","London Heathrow","Hong Kong","Economy Class",3,3,4,4,NA,4,4,"yes"
"2388","Jan-16","Boeing 777","United Kingdom","Business","London Heathrow",NA,"Newark","First Class",5,5,4,5,NA,5,4,"yes"
"2389","Oct-15","Boeing A318","United Kingdom","Solo Leisure","London City Airport",NA,"New York JFK","Business Class",3,5,5,1,NA,2,5,"yes"
"2390","Jan-16","Boeing 777-200","United States","Solo Leisure","London Heathrow",NA,"Boston","Economy Class",2,2,1,1,NA,2,2,"no"
"2391","Dec-15",NA,"Canada","Solo Leisure","Vancouver","London Heathrow","Jomo Kenyatta","Economy Class",2,2,1,2,NA,2,3,"no"
"2392","Jan-16",NA,"United Kingdom","Couple Leisure","Edinburgh",NA,"London Gatwick","Economy Class",4,4,1,4,NA,NA,4,"no"
"2393","Jan-16","Boeing 777","United Kingdom","Couple Leisure","London Heathrow",NA,"Glengyle","Business Class",4,5,4,4,NA,3,4,"yes"
"2394","Jan-16","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Velana","Business Class",1,1,1,1,1,1,1,"no"
"2395","Jan-16",NA,"United Kingdom","Family Leisure","Glasgow","London Heathrow","Paris CDG","Economy Class",4,5,4,4,NA,NA,4,"yes"
"2396","Jan-16",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Cape Town","Economy Class",3,3,5,2,NA,2,2,"no"
"2397","Jan-16","Airbus A380","United Kingdom","Couple Leisure","Johannesburg OR Tambo",NA,"London Heathrow","Business Class",3,2,1,2,1,2,1,"no"
"2398","Dec-15","Boeing 747-400","United Kingdom","Couple Leisure","Glasgow","London Heathrow","New York JFK","Economy Class",4,5,4,5,NA,5,5,"yes"
"2399","Dec-15","Boeing 747-400","Kuwait","Solo Leisure","Kuwait","London Heathrow","Edinburgh","Premium Economy",5,5,5,5,NA,5,5,"yes"
"2400","Jan-16","Boeing 747-400","United Kingdom","Solo Leisure","Vancouver",NA,"London Heathrow","Premium Economy",3,3,4,1,1,1,2,"no"
"2401","Jan-16","Airbus A380","United Kingdom","Solo Leisure","London Heathrow","Edinburgh","San Francisco","Premium Economy",1,1,1,NA,NA,NA,1,"no"
"2402","Oct-15","Embraer 190","United Kingdom","Solo Leisure","Frankfurt",NA,"London City Airport","Economy Class",5,5,2,4,NA,NA,3,"yes"
"2403","Sep-15","Airbus A320","United Kingdom","Solo Leisure","London Gatwick",NA,"Salzburg","Economy Class",4,4,3,3,NA,NA,4,"yes"
"2404","Jan-16","Airbus A380","United Kingdom","Family Leisure","Miama","London Heathrow","Manchester","Premium Economy",2,1,1,1,NA,1,1,"no"
"2405","Dec-15","Boeing 777","Thailand","Couple Leisure","Bangkok",NA,"London Heathrow","Economy Class",2,2,3,1,1,1,2,"no"
"2406","Sep-15","Airbus A380","United Kingdom","Solo Leisure","Hong Kong",NA,"London Heathrow","Economy Class",4,5,4,3,NA,3,4,"yes"
"2407","Jan-16",NA,"United Kingdom","Business","Leeds Bradford",NA,"London Heathrow","Economy Class",1,5,5,3,NA,NA,3,"no"
"2408","Jan-16","Boeing 767","Netherlands","Solo Leisure","Amsterdam Schiphol",NA,"London Heathrow","Economy Class",4,4,5,4,NA,NA,4,"yes"
"2409","Dec-15","Boeing 777-300ER","Germany","Solo Leisure","Hong Kong",NA,"London Heathrow","First Class",5,4,3,2,NA,NA,2,"no"
"2410","Feb-15","Boeing 747","Canada","Solo Leisure","Cape Town",NA,"London Heathrow","Business Class",4,3,4,4,NA,4,4,"yes"
"2411","Jan-16",NA,"United Kingdom","Family Leisure","Orlando","Miama","London Heathrow","Economy Class",4,3,1,2,NA,3,1,"no"
"2412","Jan-16","Airbus A380","Germany","Solo Leisure","London Heathrow",NA,"San Francisco","Economy Class",4,5,4,5,NA,5,4,"yes"
"2413","Dec-15",NA,"United Kingdom","Business","Cophenhagen",NA,"London Heathrow","Economy Class",2,1,3,1,NA,1,3,"no"
"2414","Sep-15",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Las Vegas","Economy Class",2,1,3,1,1,1,2,"no"
"2415","Jan-16","Boeing 777","United Kingdom","Couple Leisure","Bangkok",NA,"London Heathrow","Business Class",2,3,3,2,1,3,3,"yes"
"2416","Jan-16","Boeing 777-300","Saudi Arabia","Solo Leisure","London Heathrow",NA,"Jeddah","Economy Class",3,4,3,4,NA,4,4,"yes"
"2417","Dec-15","Airbus A320","United Kingdom","Couple Leisure","Madeira",NA,"London Gatwick","Business Class",1,2,2,1,NA,NA,1,"no"
"2418","Oct-15",NA,"United Kingdom","Business","London Heathrow",NA,"New York JFK","Business Class",3,1,1,1,1,1,2,"no"
"2419","Dec-15","Boeing 777-200","United Kingdom","Family Leisure","Houston George Bush",NA,"London Heathrow","Premium Economy",3,3,3,3,NA,2,2,"no"
"2420","Dec-15","Airbus A320","Romania","Family Leisure","Bucharest",NA,"London Heathrow","Economy Class",4,4,3,4,NA,NA,5,"yes"
"2421","Dec-15","Boeing 777-200","Canada","Couple Leisure","Toronto",NA,"London Heathrow","Business Class",2,2,4,2,NA,4,4,"no"
"2422","Jan-16","Boeing 747","United Kingdom","Couple Leisure","London Heathrow",NA,"Mexico City","First Class",4,5,4,4,NA,4,5,"yes"
"2423","Dec-15",NA,"United Kingdom","Family Leisure","Las Vegas",NA,"London Heathrow","First Class",1,2,2,3,NA,1,1,"no"
"2424","Jan-16","Boeing 777","Germany","Couple Leisure","Munich","London Heathrow","New York JFK","Premium Economy",3,3,5,4,NA,4,4,"yes"
"2425","Dec-15","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Pisa","Economy Class",4,2,1,1,NA,NA,1,"no"
"2426","Jan-16","Boeing 767","United Kingdom","Couple Leisure","London Heathrow",NA,"Glasgow","Economy Class",3,3,2,2,NA,NA,1,"no"
"2427","Jan-16","Airbus A320","United Kingdom","Couple Leisure","Malta",NA,"London Gatwick","Economy Class",4,4,4,4,NA,NA,5,"yes"
"2428","Dec-15","Airbus A380","United Kingdom","Couple Leisure","Johannesburg OR Tambo","London Heathrow","Dublin","Economy Class",3,5,3,4,NA,1,4,"no"
"2429","Nov-15","Airbus A320","United States","Solo Leisure","Tel Aviv","London Heathrow","Philadelphia","Economy Class",3,4,4,4,NA,5,1,"yes"
"2430","Jan-16","Boeing 787","Canada","Family Leisure","Nice","London Heathrow","Montreal","Economy Class",5,5,5,4,NA,4,5,"yes"
"2431","Jan-16","Boeing 777","United Kingdom","Solo Leisure","Bangkok",NA,"London Heathrow","Economy Class",1,1,2,1,NA,1,1,"no"
"2432","Dec-15",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Punta Cana","Premium Economy",1,1,1,1,NA,1,1,"no"
"2433","Dec-15",NA,"United Kingdom","Family Leisure","London Heathrow",NA,"Johannesburg OR Tambo","Economy Class",1,4,3,1,NA,3,1,"no"
"2434","Jun-15","Boeing 747","United States","Solo Leisure","Vancouver",NA,NA,"Economy Class",3,3,4,3,NA,2,3,"no"
"2435","Dec-15","Boeing 777","India","Family Leisure","London Heathrow",NA,"Delhi","Business Class",4,4,5,4,NA,4,4,"yes"
"2436","Nov-15","Boeing 767","Spain","Business","Madrid","London Heathrow","Los Angeles","Business Class",4,5,5,5,NA,5,4,"yes"
"2437","Dec-15","Boeing 777","United Kingdom","Couple Leisure","Cophenhagen","London Heathrow","Chicago O'Hare","Business Class",2,3,1,1,1,1,1,"no"
"2438","Nov-15","Airbus A320","Austria","Solo Leisure","Vienna","London Heathrow","Newcastle","Economy Class",3,3,4,3,NA,NA,2,"yes"
"2439","Dec-15","Airbus A320","France","Solo Leisure","London Heathrow",NA,"Barcelona","Economy Class",3,3,4,3,NA,NA,4,"yes"
"2440","Dec-15","Airbus A319","United Kingdom","Solo Leisure","London Heathrow",NA,"Newcastle","Economy Class",2,3,4,1,NA,NA,1,"no"
"2441","Dec-15","Boeing 777","Saudi Arabia","Solo Leisure","Jeddah",NA,"London Heathrow","Economy Class",4,5,4,5,NA,4,5,"yes"
"2442","Dec-15","Airbus A320","United Kingdom","Couple Leisure","Lisbon",NA,"London Heathrow","Economy Class",3,1,3,3,NA,1,3,"no"
"2443","Dec-15",NA,"United States","Business","New York",NA,"London","Economy Class",4,4,1,3,NA,3,1,"no"
"2444","Dec-15","Boeing 747-400","Canada","Solo Leisure","London Heathrow",NA,"Vancouver","Business Class",4,4,3,3,NA,1,2,"no"
"2445","Oct-15",NA,"United Kingdom","Couple Leisure","Gatwick",NA,"Las Vegas","Premium Economy",4,2,3,1,NA,1,2,"no"
"2446","Dec-15",NA,"South Africa","Family Leisure","Cape Town","London Heathrow","Geneva","Premium Economy",1,3,2,3,1,1,2,"no"
"2447","Dec-15","Boeing 747-400","United Kingdom","Business","London",NA,"Vancouver","Economy Class",2,4,1,3,NA,2,2,"no"
"2448","Dec-15","Boeing 747-400","United Kingdom","Family Leisure","London Heathrow",NA,"Mumbai","Economy Class",1,1,3,2,NA,1,1,"no"
"2449","Dec-15","Boeing 777-200","United Kingdom","Couple Leisure","London Gatwick",NA,"Orlando","Business Class",5,5,4,5,NA,4,5,"yes"
"2450","Dec-15",NA,"United Kingdom","Couple Leisure","Glasgow","London Heathrow","Munich","Economy Class",4,5,5,4,NA,NA,5,"yes"
"2451","Sep-15",NA,"Thailand","Couple Leisure","London Heathrow",NA,"Bangkok","Economy Class",1,4,2,3,1,1,1,"no"
"2452","Dec-15",NA,"United Kingdom","Couple Leisure","London Gatwick",NA,"Sharm El Sheikh","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"2453","Dec-15",NA,"United States","Couple Leisure","Phoenix",NA,"London Heathrow","First Class",4,2,1,2,NA,1,2,"no"
"2454","Dec-15","Embraer 170","Japan","Family Leisure","London City Airport",NA,"Geneva","Economy Class",4,5,4,4,NA,NA,4,"yes"
